country,ISO3,year,broadband,telephone,cellular,internet,credit,education,ict,tech,patent_residents,patent_nonresidents,researchers,RD,gdppc,urban,articles,business,fdi_outflow,fdi_inflow,gdp,gdp_growth,Innovation_index,latitude,longitude
Estonia,EST,2012,349507,448212,1999750,78.38992593,72.92086783,72.93647003,10.90293746,20.56737235,20,5,3457.596436,2.12480998,16257.4722,67.974,1493.05,15.36488186,5.566950592,7.76458523,21503693455,3.228200494,0.001716822,59.437,24.753575
Estonia,EST,2013,360948,426490,1927423,80.0043,69.48416311,75.45231628,11.61137806,20.67587949,25,17,3338.216553,1.724120021,16553.38326,68.122,1449.46,16.35701053,3.389268839,4.371527666,21817309478,1.458428636,0.00363805,59.437,24.753575
Estonia,EST,2014,371009,407289,1897551,84.24152803,67.27278513,76.20245361,12.79823909,23.65193108,44,6,3285.461182,1.430230021,17096.64458,68.269,1678.33,16.09247691,4.264833564,6.689355477,22474308646,3.011366587,0.005427275,59.437,24.753575
Estonia,EST,2015,390275,387607,1903545,88.4097035,68.96781705,76.27928925,11.90739272,22.70949347,30,6,3188.26123,1.46776998,17402.03761,68.416,1542.15,17.52355549,-2.512447988,-3.125562736,22890762090,1.853020046,0.003910756,59.437,24.753575
Estonia,EST,2016,414478,370589,1897921,87.24023275,69.79981065,73.03343201,12.5273852,21.88827266,29,1,3296.207275,1.243059993,17945.94496,68.563,1555.26,19.47763457,1.516369171,3.845672837,23613094924,3.155564814,0.004250708,59.437,24.753575
Estonia,EST,2017,428453,362117,1904425,88.10245687,64.1321119,72.13697815,9.282188932,17.9345324,37,4,3552.230469,1.276849985,18962.4103,68.717,1563.46,21.80908749,2.416309634,6.446852166,24980775932,5.792044675,0.005806684,59.437,24.753575
Estonia,EST,2018,441173,345690,1924034,89.35700777,61.95006543,72.06596375,8.512167338,18.17146371,24,6,3765.621826,1.409989953,19611.61099,68.88,1476.89,23.59595214,-0.740504816,4.024064024,25926098667,3.78420085,0.003849542,59.437,24.753575
Estonia,EST,2019,449140,324388,1951051,90.2289282,59.32520743,72.7060318,7.592586836,16.93685443,31,1,3769.836914,1.631459951,20327.01587,69.051,1622.86,24.73998101,6.010875383,9.814687718,26971876699,4.033688391,0.003517021,59.437,24.753575
Estonia,EST,2020,455678,304728,1925789,89.05828666,63.44517239,72.0443573,9.578188168,20.61833765,21,2,3835.71875,1.750920057,20091.04576,69.229,1747.64,24.13533549,1.199597994,11.99582184,26711487337,-0.965410617,0.00235578,59.437,24.753575
Estonia,EST,2021,497504,296620,1980838,90.97970174,59.83515783,73.15020752,9.80071758,20.62883854,25,1,4038.195068,1.752150059,21524.68363,69.415,..,29.41683807,17.83696072,20.45422114,28647890229,7.249326354,0.003174298,59.437,24.753575
Estonia,EST,2022,536282,265944,2055794,91.02128973,57.68770602,71.42519379,..,17.66632858,..,..,..,..,21140.99722,69.609,..,24.319065,4.020235306,4.342996238,28515822690,-0.461002668,0.042799263,59.437,24.753575
Estonia,EST,2023,..,..,..,..,58.68780075,..,..,..,..,..,..,..,20245.2034,69.81,..,..,..,..,27658753939,-3.005590126,0.060750666,59.437,24.753575
Finland,FIN,2009,1565600,1430000,7700000,82.49,86.3029376,92.01547241,10.72979589,18.01546011,1806,127,7669.302246,3.734019995,42412.09785,83.429,9892.75,3.453909169,-1.540557391,-3.481621124,2.26E+11,-8.074447432,0.050912477,60.169856,24.938379
Finland,FIN,2010,1559400,1250000,8390000,86.89,88.13508874,93.18675995,6.364623127,13.14658056,1731,102,7741.022461,3.705319881,43563.5722,83.77,9896.47,3.490809966,6.008658756,4.899686359,2.34E+11,3.185958654,0.049303016,60.169856,24.938379
Finland,FIN,2011,1606000,1080000,8940000,88.70999491,89.37868059,93.28842926,4.917919935,11.07499986,1650,124,7442.099609,3.618060112,44466.8177,84.313,10202.9,3.600396654,-1.288380695,-2.179936953,2.40E+11,2.547664838,0.049601248,60.169856,24.938379
Finland,FIN,2012,1647600,889500,9320000,89.87999797,91.77365361,91.55338287,3.978466054,10.47359191,1698,129,7492.546875,3.39831996,43637.24867,84.841,10425.9,3.547926225,3.242519607,1.909129175,2.36E+11,-1.397545728,0.054258179,60.169856,24.938379
Finland,FIN,2013,1720200,752200,7411200,91.5144,92.93709408,91.23652649,2.309024169,9.023929077,1596,141,7223.024902,3.271369934,43044.99712,85.125,10657.92,3.546075033,-2.63790057,-1.813913579,2.34E+11,-0.901696316,0.054453452,60.169856,24.938379
Finland,FIN,2014,1758500,638800,7602600,86.53039275,92.89598206,89.99388123,2.617330743,10.05206,1419,126,7022.442871,3.147510052,42710.92129,85.175,11068.94,3.426704467,0.152260508,6.377217393,2.33E+11,-0.364908157,0.051921087,60.169856,24.938379
Finland,FIN,2015,1729897,537200,7396200,86.42213333,94.44899118,89.65737915,2.462821674,10.184202,1289,127,6856.334961,2.871959925,42801.90812,85.225,10903.86,3.63212252,-0.322369582,7.455255506,2.35E+11,0.543659212,0.052975819,60.169856,24.938379
Finland,FIN,2016,1712000,457300,7220100,87.70364996,93.99957705,89.32800293,2.694967664,10.05228496,1260,108,6543.96582,2.724420071,43878.96673,85.275,11111.14,3.921895837,8.56166984,2.128191379,2.41E+11,2.811457767,0.054585939,60.169856,24.938379
Finland,FIN,2017,1710000,378000,7160000,87.46892907,93.36900853,90.69838715,2.694419212,9.656038409,1390,139,6731.791992,2.727869987,45173.62941,85.325,10769.6,4.012485994,5.352550322,6.70809996,2.49E+11,3.19240963,0.059382109,60.169856,24.938379
Finland,FIN,2018,1737000,323000,7150000,88.88996,94.24874284,92.38500214,2.598616462,9.017583008,1387,100,6872.983887,2.75748992,45627.91989,85.382,10848.8,4.605373411,1.1433267,-3.834382302,2.52E+11,1.139718013,0.057746855,60.169856,24.938379
Finland,FIN,2019,1797000,269000,7150000,89.60738511,95.38351858,94.58911896,2.577372868,9.21454102,1321,75,7246.271973,2.7996099,46135.88142,85.446,11036.74,5.717165474,2.62302501,5.814078688,2.55E+11,1.224748922,0.054590123,60.169856,24.938379
Finland,FIN,2020,1846000,225000,7120000,92.17027106,101.0326082,96.47263336,2.498633993,9.982255301,1588,97,7548.502441,2.912430048,44984.73445,85.517,11328.41,6.237821438,1.824642892,-0.914938442,2.49E+11,-2.354965157,0.061499814,60.169856,24.938379
Finland,FIN,2021,1864000,207000,7150000,92.80806082,99.38124342,100.8680725,2.559521799,10.29365654,1557,105,7870.65332,2.989340067,46165.68655,85.596,..,6.761582601,6.513754705,7.985653209,2.56E+11,2.838179604,0.059433256,60.169856,24.938379
Finland,FIN,2022,1879000,186000,7130000,92.98879471,95.64005723,104.9442215,..,8.132421208,..,..,..,..,46655.16536,85.681,..,6.109237708,7.357914532,4.740779131,2.59E+11,1.335467305,0.138696281,60.169856,24.938379
Finland,FIN,2023,..,..,..,..,91.66177398,..,..,..,..,..,..,..,45939.29165,85.773,..,..,..,..,2.57E+11,-1.035375693,0.169203579,60.169856,24.938379
France,FRA,2009,19852000,40934000,57918000,71.58,95.06806884,52.77310181,4.258015795,24.09148694,14100,1593,3785.363037,2.212069988,35129.36224,78.117,67841.08,3.627777741,3.284788888,0.682106492,2.27E+12,-2.873313828,0.480889818,48.856613,2.352222
France,FRA,2010,21337000,40622000,57785000,77.28,95.8849069,54.8817215,4.413966003,26.29482779,14748,1832,3910.74585,2.178570032,35638.12156,78.369,68299.86,3.888618836,2.743114524,1.470195727,2.32E+12,1.949437623,0.481517227,48.856613,2.352222
France,FRA,2011,22749000,40370000,59816000,77.81999899,96.8263222,55.62572861,4.227837546,25.0896227,14655,2099,3980.538574,2.191610098,36244.18716,78.622,70130.47,3.958903873,2.250604786,1.542875408,2.37E+12,2.192700633,0.484912519,48.856613,2.352222
France,FRA,2012,23980000,39710000,62260000,81.44,96.55463126,57.90901184,4.068206146,26.66266056,14540,2092,4114.024414,2.227070093,36182.15113,78.878,71646.01,3.797598234,1.938194406,1.227596621,2.38E+12,0.313134751,0.457526512,48.856613,2.352222
France,FRA,2013,24940000,39080000,63324000,81.9198,96.0201947,59.8487587,3.957944994,27.15599792,14690,2196,4199.837402,2.237030029,36203.19087,79.135,72641.06,3.78957503,0.626465435,1.123423424,2.39E+12,0.576326675,0.452680025,48.856613,2.352222
France,FRA,2014,25969000,38805000,65425000,83.75,94.08926092,61.51047897,3.858361365,27.4407038,14500,2033,4282.457031,2.275919914,36378.61866,79.394,72165.9,3.961392049,1.859043151,0.203254563,2.41E+12,0.956183052,0.433987634,48.856613,2.352222
France,FRA,2015,26867000,38929000,66681000,78.00603771,95.07367069,62.78593063,4.024153863,28.18460929,14306,1994,4386.236328,2.227020025,36652.92231,79.655,71454.24,4.1212437,2.100319835,1.755723741,2.44E+12,1.112912341,0.43884523,48.856613,2.352222
France,FRA,2016,27680000,39006000,67571000,79.26981132,97.38967625,64.72767639,3.981576109,27.90946271,14206,2012,4467.428223,2.222379923,36956.7958,79.917,70742.15,4.801280316,3.018437123,1.326491698,2.47E+12,1.095464404,0.4548069,48.856613,2.352222
France,FRA,2017,28480000,38728000,69018000,80.50245972,101.3718189,65.80223083,3.933312941,25.99700542,14415,1832,4624.696777,2.198879957,37694.0833,80.18,69328.55,5.059083507,1.871587119,1.38212039,2.52E+12,2.291419994,0.456819287,48.856613,2.352222
France,FRA,2018,29100000,38132000,70422000,82.04318678,104.2724048,67.54351807,3.961566716,25.91703366,14303,1919,4756.583984,2.196660042,38259.69777,80.444,67682.67,5.357560308,4.986679056,2.776578144,2.57E+12,1.865066071,0.451405974,48.856613,2.352222
France,FRA,2019,29760000,37797000,72040000,83.33974409,106.6749534,67.73313141,3.78505463,26.91144459,14103,1766,4870.456055,2.191790104,38832.0242,80.709,65758.26,5.782257186,3.091529733,1.960494002,2.62E+12,1.842971814,0.45430217,48.856613,2.352222
France,FRA,2020,30627000,37759000,72751000,84.70640914,125.4214714,68.40949249,3.77209488,23.12436476,12771,1542,4986.180176,2.281889915,35806.61789,80.975,66478.55,5.725752953,1.075974064,0.731611887,2.42E+12,-7.540459162,0.419877196,48.856613,2.352222
France,FRA,2021,31485000,38097000,75304000,86.09548575,121.0106398,68.97485352,3.635176777,21.87949821,13386,1373,5175.005371,2.219180107,38002.19424,81.242,..,6.706264761,3.679571272,3.239382005,2.58E+12,6.435209621,0.464630598,48.856613,2.352222
France,FRA,2022,31928000,37740000,76807000,85.33331549,119.9641013,70.79418945,..,20.75635998,..,..,..,..,38816.47928,81.509,..,..,4.273299333,3.793503383,2.64E+12,2.454758177,0.577738831,48.856613,2.352222
France,FRA,2023,..,..,..,..,113.5087225,..,..,..,..,..,..,..,38975.57662,81.777,..,..,..,..,2.66E+12,0.703718547,0.701460148,48.856613,2.352222
Germany,DEU,2009,24964600,53700000,105000000,79,98.76981515,..,5.164963392,16.78981865,47859,11724,3905.903564,2.742660046,36190.39289,76.771,95032.6,1.37219007,2.923781831,1.662198034,2.96E+12,-5.693836336,0.961757686,52.520008,13.404954
Germany,DEU,2010,26161950,52900000,88400000,82,88.49130401,..,5.283167517,16.88486217,47047,12198,4035.213623,2.730240107,37760.91363,76.966,97255.35,1.371508437,4.313451553,2.530762023,3.09E+12,4.179882499,0.784680042,52.520008,13.404954
Germany,DEU,2011,27257096,51400000,90900000,81.26999954,84.89827589,..,4.639753677,16.33754269,46986,12458,4162.499023,2.805550098,39977.34171,77.16,99987.37,1.341565597,2.878087143,2.601419304,3.21E+12,3.925192705,0.81316432,52.520008,13.404954
Germany,DEU,2012,27956700,50100000,92400000,82.34999847,83.80707461,..,4.506822516,17.22153827,46620,14720,4325.220703,2.881659985,40069.35396,77.17,104122.44,1.302663021,2.809136341,1.855413408,3.22E+12,0.418497594,0.964946343,52.520008,13.404954
Germany,DEU,2013,28641961,48700000,100034000,84.17,82.26698917,60.89844894,4.333128606,17.29432832,47353,15814,4343.317383,2.835989952,40135.01583,77.18,104648.18,1.284239379,2.498612666,1.799764604,3.24E+12,0.437591303,1.01486056,52.520008,13.404954
Germany,DEU,2014,29572818,47021000,99530000,86.19,79.30778874,65.18447876,4.520062222,17.20601614,48154,17811,4304.865234,2.877840042,40851.16173,77.19,106365.98,1.261255699,2.762892358,0.502227193,3.31E+12,2.209543431,1.019738166,52.520008,13.404954
Germany,DEU,2015,30707429,45350000,96360000,87.58979935,78.12139397,68.23291016,4.651619553,17.82123201,47384,19509,4733.358398,2.933789968,41103.25644,77.2,106343.65,1.289990731,3.897594188,1.860729182,3.36E+12,1.491931528,0.788307917,52.520008,13.404954
Germany,DEU,2016,31861900,45300000,103470000,84.16520664,77.45452573,67.94641113,4.708548063,18.07932578,48480,19419,4862.625,2.94039011,41682.03224,77.224,107804.05,1.309232981,3.225483325,1.865906917,3.43E+12,2.229999868,1.002505511,52.520008,13.404954
Germany,DEU,2017,33232299,44400000,109700000,84.3941537,77.59439391,68.46923065,4.955060264,15.84732615,47785,19927,5087.254395,3.047100067,42639.55441,77.261,107880.17,1.330305368,3.945145397,2.966416856,3.52E+12,2.680231114,0.666931027,52.520008,13.404954
Germany,DEU,2018,34152033,42500000,107500000,87.03711209,78.18015421,69.16342926,4.963000219,15.74446286,46617,21281,5239.97168,3.110110044,42928.74124,77.312,107580.88,1.352179648,4.929693035,4.1997218,3.56E+12,0.981232606,0.579935817,52.520008,13.404954
Germany,DEU,2019,35191417,38270000,107200000,88.13451691,79.38335286,72.70507813,4.900755172,16.38465067,46632,20802,5428.215332,3.167789936,43292.68389,77.376,108725.2,1.377766622,4.442741212,1.902059228,3.60E+12,1.075471636,0.423121763,52.520008,13.404954
Germany,DEU,2020,36215303,38380000,107400000,89.81294133,84.9664045,72.38941956,5.166931225,15.49963163,42260,19845,5413.824219,3.129790068,41601.97316,77.453,109378.75,1.361286336,3.729155393,4.54937644,3.46E+12,-3.826768716,0.399859479,52.520008,13.404954
Germany,DEU,2021,36880564,38490000,106400000,91.43060973,84.18736956,75.6655426,5.035080941,15.38139127,39822,18747,5535.954102,3.142460108,42900.02252,77.544,..,1.559709778,4.64843859,2.387643608,3.57E+12,3.163819942,0.379746152,52.520008,13.404954
Germany,DEU,2022,37500000,38580000,104400000,91.62984383,83.43367356,..,..,15.99120886,..,..,..,..,43361.17712,77.648,..,1.397657387,4.403496183,1.536545442,3.63E+12,1.806208967,0.32969913,52.520008,13.404954
Germany,DEU,2023,..,..,..,..,..,..,..,..,..,..,..,..,42878.81184,77.765,..,..,..,..,3.62E+12,-0.304934576,0.282186309,52.520008,13.404954
Greece,GRC,2009,1916630,6000361,13295093,42.4,88.01806928,..,2.094831987,12.22522805,698,22,..,0.625569999,22839.24854,75.932,11977.04,..,0.736948221,0.834961021,2.54E+11,-4.300733487,0.037677488,37.98381,23.727539
Greece,GRC,2010,2252653,5898097,12292716,44.4,112.5457185,104.379303,1.986514435,11.59453089,728,16,..,0.603470027,21560.35335,76.292,11836.24,..,0.571025585,0.179361228,2.40E+11,-5.477808049,0.039469779,37.98381,23.727539
Greece,GRC,2011,2464282,5744955,12127985,51.64999517,119.2991618,109.8457718,1.970194213,11.25013926,722,19,2238.703369,0.684260011,19400.80773,76.649,11879.61,0.309004912,0.642610519,0.385938887,2.15E+11,-10.14931483,0.033228297,37.98381,23.727539
Greece,GRC,2012,2689428,5461193,13360280,55.06999344,118.5652649,113.724617,1.649392104,10.14318491,628,28,2257.051025,0.710049987,18123.6711,77.004,11776.04,0.480732629,0.280255554,0.68673102,2.00E+11,-7.086696786,0.04802721,37.98381,23.727539
Greece,GRC,2013,2913191,5392610,12518645,59.8663,118.6111879,115.288063,1.35563899,8.467576145,698,19,2671.810059,0.814779997,17796.25767,77.355,11695.4,0.68542227,-0.291956606,1.232807468,1.95E+11,-2.515997222,0.056540883,37.98381,23.727539
Greece,GRC,2014,3156071,5319159,12144598,63.21,117.1206911,118.6752167,2.406057363,11.49628909,651,19,2743.655029,0.839980006,18000.41846,77.702,11418.51,0.717894294,1.281021563,1.145570641,1.96E+11,0.475695947,0.056443974,37.98381,23.727539
Greece,GRC,2015,3439034,5260560,12566649,66.83495949,112.7863482,122.8777542,3.070629254,12.90897175,550,23,3202.904053,0.966050029,18083.87791,78.046,11100.49,0.678469501,0.808756315,0.648464654,1.96E+11,-0.19608763,0.044742146,37.98381,23.727539
Greece,GRC,2016,3615029,5200950,12538927,69.08791547,108.5984669,127.0802917,3.492342695,13.70956857,606,40,2728.344238,1.005290031,18070.78073,78.387,11006.77,0.828270321,-0.912948755,1.397137203,1.95E+11,-0.487173294,0.051263638,37.98381,23.727539
Greece,GRC,2017,3778268,5176475,12937106,69.89297065,100.9178067,132.3023682,2.780081717,12.10895842,498,91,3264.145996,1.152279973,18304.30768,78.724,10902.78,1.119830396,0.077894532,1.720904752,1.97E+11,1.09214912,0.055437615,37.98381,23.727539
Greece,GRC,2018,3961864,5114735,12170757,72.23837339,91.74433735,138.3936768,3.106289695,12.94977817,430,149,3441.064941,1.21370995,18647.49572,79.058,10952.68,1.443621705,0.245019855,1.898353352,2.00E+11,1.668428636,0.056884975,37.98381,23.727539
Greece,GRC,2019,4111278,4806633,11882081,75.67120669,81.0145033,142.3881073,3.112509393,12.51482014,356,238,3684.869141,1.274960041,19017.99643,79.388,11490.71,1.750039697,0.305368044,2.435843478,2.04E+11,1.879489986,0.055863929,37.98381,23.727539
Greece,GRC,2020,4257026,4859182,11412995,78.11584474,82.51394635,143.3106842,3.512062675,13.24897686,400,363,4073.547363,1.50793004,17283.24572,79.715,12538.66,1.769349497,0.343962764,1.752781686,1.85E+11,-9.316435765,0.059565461,37.98381,23.727539
Greece,GRC,2021,4435090,4912074,11494008,78.49426371,57.14919385,150.201767,3.038549177,12.25595281,394,532,4326.306641,1.456419945,18960.89058,80.038,..,1.910398673,0.572011454,2.856728245,2.00E+11,8.379943784,0.07299329,37.98381,23.727539
Greece,GRC,2022,4446767,4907123,11326179,83.17066333,52.55531552,..,..,14.26008629,..,..,..,..,20287.7253,80.357,..,2.097604378,1.133194943,3.652881984,2.12E+11,5.55728708,0.070256647,37.98381,23.727539
Greece,GRC,2023,..,..,..,..,50.19504511,..,..,..,..,..,..,..,20826.89558,80.673,..,..,..,..,2.16E+11,2.011520943,0.066984327,37.98381,23.727539
Hungary,HUN,2009,1976723,3068685,11792475,62,59.78318229,61.97629929,25.99533107,26.72776271,757,30,2003.166504,1.128020048,11162.05597,68.46,5998.04,6.097287747,-2.872043489,-2.13023269,1.12E+11,-6.597867219,0.08043412,47.497913,19.040236
Hungary,HUN,2010,2159421,2977234,12011823,65,60.19467971,60.74847031,25.58552733,25.92260823,649,47,2133.98291,1.12864995,11307.7162,68.911,5891.47,6.439232174,-18.69257602,-15.71418594,1.13E+11,1.076254043,0.072975348,47.497913,19.040236
Hungary,HUN,2011,2313092,2933313,11689937,68.01998789,58.35252165,59.99821091,21.57829452,25.17934645,662,36,2308.216797,1.179250002,11551.49893,69.358,6395.73,7.623607502,6.185148434,7.567137656,1.15E+11,1.866837475,0.072055243,47.497913,19.040236
Hungary,HUN,2012,2396035,2960633,11579425,70.57999815,50.28201966,60.67589188,17.44985724,21.21960358,692,66,2399.571777,1.254230022,11466.14191,69.678,6445.62,4.755170039,6.16266809,8.396529007,1.14E+11,-1.250226023,0.068941694,47.497913,19.040236
Hungary,HUN,2013,2597159,2978018,11590326,72.6439,46.08388344,57.20722961,14.7657967,19.36887573,642,66,2526.4375,1.38409996,11705.00925,69.953,6211.44,4.1806258,-2.8484003,-2.643342,1.16E+11,1.802522101,0.05796738,47.497913,19.040236
Hungary,HUN,2014,2580537,3011253,11726491,75.65319745,42.56063284,52.81666183,11.91880809,16.69018967,546,73,2653.438232,1.344599962,12233.29937,70.227,6611.54,3.680850297,6.552011463,9.260262896,1.21E+11,4.232209806,0.053426592,47.497913,19.040236
Hungary,HUN,2015,2718794,3094228,9900582,72.83473703,35.11728729,50.06491089,11.62376417,17.08323171,569,64,2568.347656,1.339589953,12717.0386,70.5,6524.89,3.20307167,-6.516565462,-4.207287687,1.25E+11,3.707315979,0.054202767,47.497913,19.040236
Hungary,HUN,2016,2814523,3119735,9952001,79.25941213,33.41597926,49.47621918,11.38428683,17.55908462,616,49,2624.605957,1.179870009,13035.35286,70.779,6425.46,3.424154566,51.86033352,54.18031747,1.28E+11,2.201001893,0.064493222,47.497913,19.040236
Hungary,HUN,2017,2956585,3131598,9945037,76.75054712,32.44131033,49.90922928,11.183827,17.18286675,496,36,2901.015381,1.317020059,13628.40449,71.062,6646.45,3.513571834,-10.1383571,-8.478002315,1.33E+11,4.271976016,0.04780366,47.497913,19.040236
Hungary,HUN,2018,3079549,3079730,10041939,76.07436064,32.38937384,50.89841843,11.34240368,16.80992485,407,36,3845.491455,1.507750034,14377.42416,71.351,6684.52,3.774373107,-42.28584159,-40.08634599,1.41E+11,5.362348362,0.035493893,47.497913,19.040236
Hungary,HUN,2019,3189689,3048754,10272694,80.37169361,33.35740534,52.36026001,12.81948127,17.36304558,427,23,4020.577637,1.472910047,15083.59917,71.644,7129.81,3.974833155,59.89964801,60.03121493,1.47E+11,4.864225735,0.037195942,47.497913,19.040236
Hungary,HUN,2020,3265308,2970347,10332660,84.77115202,37.91179609,54.6012001,13.0919585,17.42573795,428,28,4308.954102,1.59315002,14437.80885,71.942,7478.17,4.04204112,104.7790924,106.5315696,1.41E+11,-4.487046048,0.034872681,47.497913,19.040236
Hungary,HUN,2021,3382136,2955979,10382460,88.64083466,38.65994075,56.52434921,12.28710889,16.24785031,433,13,4452.151855,1.64230001,15521.38159,72.245,..,4.87708538,15.31196885,17.39964415,1.51E+11,7.06122061,0.033448861,47.497913,19.040236
Hungary,HUN,2022,3538046,2845376,10371597,90.46084106,36.04132414,..,..,17.71411107,..,..,..,..,16345.31109,72.552,..,4.316620889,-7.978333668,-5.782394789,1.58E+11,4.583407673,0.031217194,47.497913,19.040236
Hungary,HUN,2023,..,..,..,..,33.00125995,..,..,..,..,..,..,..,16286.75933,72.864,..,..,..,..,1.56E+11,-0.907685956,0.029179305,47.497913,19.040236
Ireland,IRL,2009,976381,2131901,4704497,67.38,169.2522922,56.50397873,10.9514654,27.16416392,..,..,3163.481689,1.613710046,45729.90323,61.342,6268.89,4.247032893,23.0563519,22.82760885,2.07E+11,-5.095783185,0.02722531,53.349805,-6.26031
Ireland,IRL,2010,1019964,2077978,4701474,69.85,133.3180844,63.12643814,6.888884559,22.91293589,..,..,3140.217529,1.594769955,46246.84509,61.542,6860.36,4.477594013,7.580897144,17.01043196,2.11E+11,1.682972022,0.025702342,53.349805,-6.26031
Ireland,IRL,2011,1070776,2046567,4906352,74.88997297,115.6075783,67.79859161,5.654810819,24.90634158,..,..,3367.047852,1.552620053,46635.34459,61.742,7161.05,4.675394374,-0.636807888,9.908972339,2.14E+11,1.280752091,0.02433222,53.349805,-6.26031
Ireland,IRL,2012,1112082,2007746,5013676,76.91999254,111.5224832,68.19725037,5.542126625,25.58535524,..,..,4911.543457,1.556750059,46377.92169,61.942,6947.46,4.514518796,14.18692879,25.80434652,2.13E+11,-0.129692111,0.021913019,53.349805,-6.26031
Ireland,IRL,2013,1189212,2034473,4880792,78.2477,104.4740748,71.69954681,5.688986603,24.98373505,..,..,5181.936035,1.567579985,46676.25849,62.141,7003.61,5.029221727,20.81370192,29.73853958,2.16E+11,1.174614374,0.019614769,53.349805,-6.26031
Ireland,IRL,2014,1258758,2022522,4912620,83.49172234,80.42211067,73.81323242,5.560398414,24.91869554,..,..,5332.266602,1.52098,50427.32967,62.34,7044.36,5.737923367,34.90216056,37.50059792,2.35E+11,8.828998727,0.018023113,53.349805,-6.26031
Ireland,IRL,2015,1309467,1932059,4902009,83.49479167,52.97319957,77.23214722,5.999509472,28.33872591,..,..,5282.949707,1.182119966,62179.26427,62.538,6777.56,6.234304286,64.85973639,81.08386839,2.92E+11,24.47525334,0.020582644,53.349805,-6.26031
Ireland,IRL,2016,1360204,1917742,4875116,83.5,48.47755216,77.55713654,8.918395617,32.84158553,79,70,5184.715332,1.175070047,62566.79784,62.737,6984.3,6.671726558,31.38284984,34.47077351,2.98E+11,1.765556879,0.017562526,53.349805,-6.26031
Ireland,IRL,2017,1398798,1872309,4898872,84.11400706,44.02731535,77.78061676,7.870097723,29.33401039,62,75,5155.370605,1.251870036,67652.01992,62.947,7117.53,7.017691279,0.876113291,17.28753863,3.25E+11,9.311259306,0.015195696,53.349805,-6.26031
Ireland,IRL,2018,1430160,1828617,4971493,87.00014011,40.65124747,77.28288269,6.756345255,25.01503243,76,32,4749.617188,1.167199969,72478.83824,63.17,7282.42,6.988875743,24.51641842,17.41993521,3.53E+11,8.470295452,0.013049254,53.349805,-6.26031
Ireland,IRL,2019,1462549,1767393,5160309,87.00005524,36.80350265,75.17993927,8.799344745,25.97673978,58,35,4836.074219,1.225270033,75281.92153,63.405,7747.07,7.002005228,-36.11575535,-11.68948803,3.71E+11,5.297728026,0.010698981,53.349805,-6.26031
Ireland,IRL,2020,1516473,1678651,5234009,91.99989097,32.89863179,74.68031311,8.453910035,25.89882185,75,54,4858.607422,1.232519984,79441.70868,63.653,8562.78,6.661545316,-19.17293884,6.578762738,3.96E+11,6.617194668,0.014569974,53.349805,-6.26031
Ireland,IRL,2021,1576997,1595061,5373865,95.16956667,27.3601196,78.77760315,9.140165936,28.47784001,75,42,5250.682129,1.130929947,90589.19673,63.912,..,7.697293769,29.42472032,17.88698657,4.56E+11,15.12521979,0.014862263,53.349805,-6.26031
Ireland,IRL,2022,1611509,1497863,5690017,..,26.16741072,..,..,40.68974263,..,..,..,..,97316.87751,64.183,..,6.403042672,6.337890847,-0.356166967,4.99E+11,9.43302211,0.240178869,53.349805,-6.26031
Ireland,IRL,2023,..,..,..,..,26.22767205,..,..,..,..,..,..,..,91783.43701,64.466,..,..,..,..,4.83E+11,-3.19878596,0.315530938,53.349805,-6.26031
Italy,ITA,2009,12084537,22642679,90032886,48.83,87.56486503,66.951828,2.019864781,7.798311346,8814,903,1713.623291,1.217869997,31615.27081,68.209,57994.37,2.142348952,0.834989649,0.754896991,1.87E+12,-5.280937208,1.000230666,41.902782,12.496366
Italy,ITA,2010,13098028,22536367,93666088,53.68,93.0509631,65.37895203,2.154301261,8.014433178,8877,846,1732.518311,1.217970014,32058.17399,68.327,58251.79,2.251195627,1.438503987,0.464889359,1.90E+12,1.713295839,0.975704427,41.902782,12.496366
Italy,ITA,2011,13518710,22105471,96040913,54.3899983,94.06032112,64.2488327,2.104651719,7.969419136,8794,927,1770.694458,1.201550007,32229.45679,68.444,60076.57,2.06361253,2.26025359,1.501767646,1.91E+12,0.707333347,0.970329832,41.902782,12.496366
Italy,ITA,2012,13763362,21748814,97188624,55.82999799,93.75903241,62.34407043,1.864777504,7.592959599,8439,871,1841.75354,1.262189984,31184.55843,68.684,63708.57,1.954513621,0.325677283,0.00167234,1.86E+12,-2.980905768,0.95432287,41.902782,12.496366
Italy,ITA,2013,14012976,21098033,96863107,58.4593,90.84246281,60.89175034,1.745258163,7.770471735,8307,905,1927.146606,1.301069975,30257.62743,68.979,66897.05,2.141075454,0.946610041,0.911862937,1.82E+12,-1.841065451,0.975912951,41.902782,12.496366
Italy,ITA,2014,14382487,20581426,89914609,55.63846022,88.6461863,60.88246918,1.670253237,7.735413739,8601,781,1958.363159,1.338400006,29979.91872,69.272,68401.09,2.337462238,0.947093888,0.787819995,1.82E+12,-0.004547542,1.005625131,41.902782,12.496366
Italy,ITA,2015,14900171,20209324,87691238,58.14173496,87.33184121,60.94078827,1.897016253,8.150901386,8724.5,877,2087.557617,1.338500023,30242.38614,69.565,70157.62,2.562109167,0.839812878,0.724336604,1.84E+12,0.778304351,0.984303899,41.902782,12.496366
